%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x0,field.x1,field.x2,field.x3,field.x4,field.x5,field.y0,field.y1,field.y2,field.y3,field.y4,field.y5,field.v0,field.v1,field.v2,field.v3,field.v4,field.v5
0,20,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,21,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,22,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,23,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,24,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,25,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,26,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,27,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,28,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,0.0,0.0,0.0,0.0,0.0,0.0
0,29,0,map,-11.9100008011,-6.91983318329,-4.06391906738,-1.78201913834,-0.625817537308,-0.403149038553,2.25960445404,10.3000001907,10.7388515472,10.8928461075,11.75111866,11.2396202087,10.7718877792,10.5923538208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
